district,area,perch,bedrooms,bathrooms,kitchen_area_sqft,parking_spots,has_garden,has_ac,water_supply,electricity,floors,year_built,price_lkr
Kurunegala,Melsiripura,8,4,3,55,0,FALSE,TRUE,Well,Single phase,2,2008,7908632
Polonnaruwa,Polonnaruwa Central,5,2,2,90,0,FALSE,FALSE,Well,Three phase,2,2009,7012265
Ratnapura,Kuruwita,23,7,5,250,1,FALSE,FALSE,Well,Three phase,3,2010,30671487
Mullaitivu,Mullaitivu Central,19,7,5,142,2,TRUE,TRUE,Pipe-borne,Three phase,2,1989,15240527
Kegalle,Kegalle Central,9,3,2,134,0,TRUE,FALSE,Both,Three phase,1,2009,11746030
Matale,Matale Central,8,3,3,96,2,TRUE,FALSE,Pipe-borne,Single phase,2,2015,12376668
Jaffna,Chunnakam,28,5,4,250,3,FALSE,TRUE,Pipe-borne,Three phase,3,1993,38912912
Gampaha,Negombo,2,3,3,35,2,FALSE,TRUE,Well,Three phase,2,2007,5746327
Jaffna,Nallur,7,3,2,56,0,TRUE,TRUE,Pipe-borne,Three phase,2,1997,7202638
Kalutara,Wadduwa,3,2,2,48,2,TRUE,FALSE,Pipe-borne,Three phase,2,2001,4945290
Mannar,Mannar Central,17,7,5,115,3,FALSE,TRUE,Pipe-borne,Single phase,1,2012,15034691
Badulla,Bandarawela,16,5,5,214,1,TRUE,TRUE,Both,Three phase,3,1993,24270722
Galle,Galle Fort,2,3,3,45,1,TRUE,TRUE,Both,Single phase,1,2023,5646296
Hambantota,Ambalantota,8,3,2,108,1,TRUE,FALSE,Well,Single phase,2,2016,10380301
Kalutara,Wadduwa,10,4,3,121,3,TRUE,FALSE,Pipe-borne,Single phase,2,2003,17482373
Kalutara,Wadduwa,15,5,5,118,3,FALSE,FALSE,Well,Single phase,1,2025,20164586
Colombo,Rajagiriya,30,6,5,250,3,TRUE,FALSE,Both,Three phase,2,2012,83788643
Monaragala,Monaragala Central,16,7,5,188,1,FALSE,TRUE,Both,Single phase,2,1989,17595326
Gampaha,Gampaha Town,3,3,2,37,0,FALSE,TRUE,Both,Three phase,2,2017,5958936
Polonnaruwa,Polonnaruwa Central,5,2,1,35,2,FALSE,TRUE,Both,Three phase,1,2023,5794797
Galle,Karapitiya,9,3,3,63,0,TRUE,TRUE,Both,Single phase,2,2000,13692294
Gampaha,Ragama,2,1,1,35,0,FALSE,TRUE,Pipe-borne,Three phase,1,1991,5208796
Mullaitivu,Mullaitivu Central,10,5,5,77,2,TRUE,TRUE,Well,Single phase,1,2001,7857741
Kandy,Gatambe,8,4,3,71,0,TRUE,FALSE,Both,Three phase,1,2020,16877449
Nuwara Eliya,Nuwara Eliya Central,2,3,3,35,1,TRUE,TRUE,Well,Single phase,1,2006,6611176
Trincomalee,China Bay,14,7,5,136,1,TRUE,FALSE,Well,Single phase,2,1995,15521507
Trincomalee,China Bay,7,2,1,54,0,TRUE,TRUE,Pipe-borne,Single phase,1,1989,7511137
Mullaitivu,Mullaitivu Central,8,3,2,82,0,FALSE,TRUE,Well,Three phase,1,1994,6503118
Kurunegala,Pannala,8,2,2,96,1,TRUE,TRUE,Well,Single phase,1,2012,12625576
Mullaitivu,Mullaitivu Central,3,3,2,67,0,TRUE,FALSE,Pipe-borne,Single phase,2,1987,2354581
Hambantota,Hambantota Town,7,3,2,95,1,TRUE,TRUE,Well,Single phase,2,1998,9648883
Mannar,Mannar Central,13,6,5,106,3,TRUE,FALSE,Both,Three phase,2,2021,11902082
Galle,Unawatuna,18,6,5,190,1,TRUE,TRUE,Well,Three phase,3,2025,38684508
Kegalle,Kegalle Central,10,4,4,89,2,FALSE,FALSE,Both,Single phase,2,1995,10490092
Kegalle,Kegalle Central,14,6,5,85,2,TRUE,TRUE,Pipe-borne,Single phase,1,2007,16903737
Matara,Weligama,9,3,2,73,0,FALSE,FALSE,Well,Three phase,1,2025,11108983
Colombo,Narahenpita,4,3,3,44,0,FALSE,FALSE,Pipe-borne,Three phase,2,2024,10829473
Kurunegala,Polgahawela,10,6,5,124,0,FALSE,TRUE,Pipe-borne,Three phase,2,2023,13313584
Mullaitivu,Mullaitivu Central,9,5,4,74,1,FALSE,TRUE,Well,Three phase,1,2018,7965766
Mannar,Mannar Central,19,7,5,187,1,TRUE,TRUE,Pipe-borne,Single phase,3,2004,18291697
Mullaitivu,Mullaitivu Central,3,2,1,35,2,TRUE,TRUE,Pipe-borne,Single phase,1,1994,3081170
Monaragala,Monaragala Central,18,5,5,167,2,FALSE,FALSE,Well,Single phase,2,2025,17832649
Kalutara,Beruwala,3,4,4,40,0,TRUE,FALSE,Both,Three phase,2,2005,4300492
Mullaitivu,Mullaitivu Central,14,6,5,151,1,TRUE,TRUE,Well,Three phase,2,1990,12011040
Badulla,Hali Ela,4,2,1,35,0,FALSE,FALSE,Well,Three phase,1,2014,4718980
Mannar,Mannar Central,11,5,5,93,0,TRUE,FALSE,Pipe-borne,Three phase,1,1995,8433396
Polonnaruwa,Polonnaruwa Central,12,5,5,83,1,FALSE,FALSE,Both,Single phase,1,2015,10866593
Kegalle,Kegalle Central,5,3,3,39,1,FALSE,TRUE,Well,Single phase,1,1997,5466899
Batticaloa,Kallady,23,7,5,250,2,TRUE,FALSE,Pipe-borne,Single phase,2,2024,34287850
Kilinochchi,Kilinochchi Central,18,6,5,250,1,TRUE,TRUE,Pipe-borne,Single phase,3,1998,23808761
Matale,Matale Central,7,3,2,71,0,TRUE,TRUE,Both,Single phase,1,2018,9327726
Monaragala,Monaragala Central,6,2,2,74,0,FALSE,TRUE,Both,Single phase,2,1996,5471489
Jaffna,Kokuvil,8,4,3,85,1,FALSE,TRUE,Pipe-borne,Three phase,2,1996,15270929
Ratnapura,Pelmadulla,4,1,1,35,2,TRUE,FALSE,Pipe-borne,Three phase,2,1995,4809216
Anuradhapura,New Town,11,5,5,97,1,TRUE,TRUE,Well,Three phase,2,1999,10211893
Galle,Galle Fort,8,3,3,81,0,FALSE,TRUE,Well,Three phase,1,2022,17361045
Vavuniya,Vavuniya Central,11,3,2,81,0,FALSE,FALSE,Both,Single phase,1,1992,7802057
Mullaitivu,Mullaitivu Central,3,3,2,70,1,TRUE,FALSE,Pipe-borne,Single phase,1,2021,3366026
Trincomalee,Nilaveli,6,4,3,68,0,TRUE,FALSE,Both,Three phase,2,1990,7897395
Anuradhapura,New Town,2,1,1,35,1,TRUE,TRUE,Both,Single phase,1,2017,4193650
Kurunegala,Melsiripura,5,1,1,78,0,FALSE,FALSE,Pipe-borne,Single phase,2,2015,7773945
Ampara,Ampara Central,16,5,4,221,1,FALSE,FALSE,Pipe-borne,Three phase,2,2020,21994210
Colombo,Mount Lavinia,8,3,3,97,2,TRUE,TRUE,Well,Three phase,1,2007,24571452
Kandy,Katugastota,18,7,5,134,1,TRUE,TRUE,Pipe-borne,Single phase,1,2014,28945711
Mullaitivu,Mullaitivu Central,4,2,1,49,1,TRUE,FALSE,Well,Single phase,1,1994,3498929
Gampaha,Negombo,7,3,3,103,0,TRUE,FALSE,Well,Single phase,1,2002,12672867
Monaragala,Monaragala Central,17,5,4,219,1,TRUE,FALSE,Pipe-borne,Three phase,2,1986,17003819
Ampara,Ampara Central,5,1,1,47,1,FALSE,TRUE,Well,Single phase,1,2004,7059534
Ratnapura,Pelmadulla,14,6,5,200,1,TRUE,TRUE,Pipe-borne,Single phase,3,1988,20109821
Trincomalee,China Bay,4,1,1,36,2,FALSE,TRUE,Pipe-borne,Three phase,1,2018,5709644
Batticaloa,Batticaloa Town,24,5,4,236,2,FALSE,FALSE,Both,Three phase,2,2005,30358453
Mannar,Mannar Central,23,6,5,236,1,TRUE,TRUE,Pipe-borne,Single phase,2,1991,18156269
Mullaitivu,Mullaitivu Central,10,5,5,99,2,FALSE,TRUE,Well,Three phase,2,2023,12922654
Ratnapura,Pelmadulla,2,2,1,35,1,FALSE,TRUE,Pipe-borne,Single phase,2,2007,4943698
Galle,Karapitiya,5,4,4,41,0,TRUE,TRUE,Both,Single phase,1,2021,7407927
Batticaloa,Batticaloa Town,3,1,1,52,1,FALSE,FALSE,Pipe-borne,Three phase,2,1987,4195345
Gampaha,Gampaha Town,15,6,5,140,1,FALSE,FALSE,Well,Single phase,1,1988,21288127
Kurunegala,Polgahawela,9,2,1,93,2,TRUE,FALSE,Well,Three phase,1,1991,10840531
Hambantota,Tangalle,3,2,1,35,0,FALSE,FALSE,Both,Single phase,1,1991,2573590
Trincomalee,Nilaveli,33,5,5,231,1,TRUE,FALSE,Both,Three phase,3,2021,39044510
Mullaitivu,Mullaitivu Central,27,6,5,250,1,TRUE,FALSE,Pipe-borne,Three phase,3,1989,23788787
Kurunegala,Polgahawela,6,2,1,58,2,FALSE,FALSE,Pipe-borne,Three phase,1,2023,7704942
Kalutara,Kalutara North,4,3,2,35,0,FALSE,FALSE,Pipe-borne,Three phase,2,1993,5878053
Kalutara,Wadduwa,4,1,1,37,0,TRUE,FALSE,Well,Single phase,1,2007,5528569
Anuradhapura,New Town,3,1,1,35,2,TRUE,FALSE,Well,Three phase,2,1998,3983982
Kandy,Katugastota,9,4,3,74,0,TRUE,TRUE,Well,Three phase,1,2019,17038049
Kandy,Gatambe,7,4,3,105,0,TRUE,TRUE,Both,Three phase,2,2017,16689930
Kalutara,Kalutara North,8,4,3,107,0,FALSE,FALSE,Pipe-borne,Single phase,1,1986,14460545
Kegalle,Kegalle Central,7,3,3,134,3,TRUE,FALSE,Both,Single phase,1,1985,9317603
Ampara,Ampara Central,2,2,1,35,2,TRUE,FALSE,Both,Three phase,1,2017,3064618
Badulla,Hali Ela,11,5,5,107,0,FALSE,TRUE,Pipe-borne,Single phase,2,2020,12396243
Matara,Matara Town,4,3,2,51,0,FALSE,FALSE,Both,Three phase,1,1989,3993482
Jaffna,Nallur,10,3,2,73,1,FALSE,TRUE,Pipe-borne,Single phase,1,2018,15198609
Matara,Matara Town,9,4,3,81,0,TRUE,TRUE,Both,Three phase,1,1996,12412636
Vavuniya,Vavuniya Central,4,3,3,52,2,TRUE,TRUE,Both,Three phase,2,2015,5942705
Hambantota,Hambantota Town,21,6,5,201,2,FALSE,FALSE,Well,Three phase,2,2014,26728523
Polonnaruwa,Polonnaruwa Central,16,7,5,187,1,TRUE,FALSE,Pipe-borne,Three phase,2,2016,19438715
Galle,Karapitiya,3,2,2,37,1,TRUE,TRUE,Pipe-borne,Single phase,2,2022,6419799
Kandy,Peradeniya,2,2,2,35,0,FALSE,FALSE,Both,Three phase,2,2021,5949855
Galle,Karapitiya,15,6,5,211,2,FALSE,TRUE,Well,Single phase,2,1986,24561901
Badulla,Badulla Town,7,3,2,40,1,TRUE,FALSE,Well,Three phase,2,2021,9162090
Kalutara,Wadduwa,5,3,2,51,2,TRUE,FALSE,Pipe-borne,Single phase,1,2021,7399296
Ratnapura,Kuruwita,4,2,2,48,0,FALSE,TRUE,Well,Single phase,1,1988,4862798
Batticaloa,Kallady,16,5,4,229,3,TRUE,TRUE,Well,Three phase,2,1997,25590620
Polonnaruwa,Polonnaruwa Central,5,4,3,61,2,FALSE,TRUE,Both,Three phase,2,2012,7889118
Matara,Nupe,30,7,5,186,1,FALSE,FALSE,Well,Three phase,2,2009,36864727
Kandy,Katugastota,8,4,3,84,2,FALSE,FALSE,Pipe-borne,Three phase,2,2023,17069063
Anuradhapura,New Town,7,3,3,74,2,FALSE,FALSE,Both,Three phase,1,2013,10206279
Matara,Nupe,22,6,5,250,1,TRUE,FALSE,Well,Single phase,3,2019,35441974
Ampara,Ampara Central,8,2,2,101,1,TRUE,FALSE,Well,Single phase,1,2017,8673301
Trincomalee,Uppuveli,11,5,5,158,1,FALSE,FALSE,Well,Single phase,1,2022,19169347
Kalutara,Kalutara North,8,3,3,82,1,TRUE,FALSE,Pipe-borne,Three phase,1,1997,11817754
Hambantota,Tangalle,17,5,5,197,1,TRUE,FALSE,Pipe-borne,Three phase,2,2019,19933403
Anuradhapura,Nuwaragam Palatha,9,3,3,58,2,TRUE,TRUE,Both,Single phase,2,2022,9345423
Jaffna,Kokuvil,3,2,2,35,2,TRUE,TRUE,Well,Three phase,1,2007,5348531
Vavuniya,Vavuniya Central,14,5,4,124,1,FALSE,FALSE,Both,Single phase,1,2004,15438180
Matara,Matara Town,13,5,5,136,1,TRUE,TRUE,Pipe-borne,Three phase,1,2008,16832896
Kandy,Katugastota,9,3,3,61,0,FALSE,TRUE,Both,Three phase,2,2019,18986638
Mullaitivu,Mullaitivu Central,17,5,4,181,1,TRUE,TRUE,Well,Single phase,3,2010,21546710
Galle,Unawatuna,16,5,5,197,1,TRUE,TRUE,Pipe-borne,Three phase,1,1987,23364760
Jaffna,Kokuvil,4,2,2,47,2,FALSE,TRUE,Both,Three phase,2,2008,9058183
Kurunegala,Kurunegala Town,9,2,1,150,1,TRUE,TRUE,Well,Three phase,1,1985,13285707
Trincomalee,Nilaveli,10,5,5,109,2,TRUE,FALSE,Well,Single phase,1,2021,15980464
Ratnapura,Ratnapura Town,21,5,5,250,3,FALSE,FALSE,Pipe-borne,Single phase,3,1990,24302527
Matale,Matale Central,9,5,4,66,0,FALSE,TRUE,Pipe-borne,Single phase,1,2011,7996361
Hambantota,Tangalle,22,6,5,217,2,FALSE,TRUE,Pipe-borne,Three phase,2,1995,24967603
Matara,Weligama,19,5,4,176,3,TRUE,FALSE,Both,Three phase,1,2002,24175942
Mannar,Mannar Central,2,4,3,48,0,TRUE,FALSE,Both,Single phase,2,2001,2365888
Matale,Matale Central,12,5,4,135,0,TRUE,FALSE,Well,Single phase,2,2005,13221897
Colombo,Wellawatte,13,6,5,112,2,FALSE,FALSE,Both,Single phase,2,2001,30008292
Kurunegala,Polgahawela,14,5,4,174,2,TRUE,FALSE,Well,Single phase,2,1997,20803749
Badulla,Badulla Town,10,1,1,75,0,FALSE,TRUE,Pipe-borne,Three phase,1,2014,11798605
Kurunegala,Kurunegala Town,2,3,3,43,0,TRUE,FALSE,Well,Three phase,1,2020,3343341
Anuradhapura,New Town,15,6,5,136,1,FALSE,FALSE,Pipe-borne,Three phase,2,2019,14271744
Polonnaruwa,Polonnaruwa Central,10,5,4,133,0,FALSE,TRUE,Well,Single phase,1,1987,8765230
Kegalle,Kegalle Central,5,2,2,60,0,TRUE,TRUE,Both,Three phase,1,2004,5381169
Puttalam,Puttalam Central,9,3,2,109,1,TRUE,FALSE,Pipe-borne,Three phase,2,2005,12320802
Mullaitivu,Mullaitivu Central,5,2,1,62,1,FALSE,FALSE,Both,Single phase,1,2004,5042679
Vavuniya,Vavuniya Central,26,5,5,250,3,TRUE,FALSE,Well,Single phase,2,1994,27531915
Kalutara,Kalutara North,49,7,5,250,2,FALSE,TRUE,Well,Single phase,3,2007,56149132
Badulla,Hali Ela,25,4,4,250,2,TRUE,FALSE,Well,Three phase,2,1985,29586811
Mullaitivu,Mullaitivu Central,11,5,5,67,1,TRUE,TRUE,Pipe-borne,Single phase,1,1994,9647744
Colombo,Kollupitiya,16,7,5,127,2,FALSE,TRUE,Both,Single phase,2,2005,36434801
Ratnapura,Pelmadulla,7,2,2,60,1,FALSE,FALSE,Well,Single phase,2,2016,6957492
Mannar,Mannar Central,5,2,1,47,0,TRUE,FALSE,Pipe-borne,Single phase,2,1993,5551490
Colombo,Dehiwala,11,4,3,124,0,TRUE,TRUE,Both,Single phase,1,2002,36230899
Kilinochchi,Kilinochchi Central,4,2,1,37,0,TRUE,TRUE,Well,Single phase,2,2001,3482488
Trincomalee,Uppuveli,2,2,2,35,0,FALSE,TRUE,Pipe-borne,Three phase,2,1985,3379388
Monaragala,Monaragala Central,4,2,2,59,3,FALSE,TRUE,Pipe-borne,Three phase,1,1992,5758005
Vavuniya,Vavuniya Central,8,2,1,87,2,TRUE,TRUE,Well,Single phase,1,2000,9043503
Puttalam,Puttalam Central,8,3,3,70,3,FALSE,TRUE,Well,Single phase,1,1986,7205649
Hambantota,Ambalantota,4,1,1,55,1,FALSE,FALSE,Both,Single phase,1,2016,4784573
Matale,Matale Central,12,4,3,91,2,TRUE,FALSE,Well,Three phase,2,2003,10550447
Batticaloa,Eravur,2,2,1,35,1,FALSE,FALSE,Both,Single phase,1,2009,4107546
Galle,Karapitiya,3,2,1,53,2,TRUE,FALSE,Both,Single phase,1,1988,4844720
Kandy,Gatambe,3,1,1,40,0,FALSE,FALSE,Both,Single phase,1,2002,6389191
Trincomalee,China Bay,5,4,4,35,0,TRUE,FALSE,Both,Three phase,2,2006,5594513
Mannar,Mannar Central,13,4,3,94,1,FALSE,TRUE,Well,Single phase,2,2007,11618959
Matale,Matale Central,26,5,5,172,3,TRUE,TRUE,Both,Single phase,3,2021,32338511
Anuradhapura,Nuwaragam Palatha,4,1,1,35,0,FALSE,TRUE,Pipe-borne,Three phase,1,2023,5674606
Matale,Matale Central,10,4,3,92,0,TRUE,TRUE,Both,Three phase,1,1996,10835164
Ampara,Ampara Central,9,3,2,87,1,TRUE,FALSE,Both,Single phase,1,1994,7381208
Jaffna,Jaffna Town,22,6,5,215,2,TRUE,TRUE,Well,Single phase,3,2020,35639480
Ratnapura,Pelmadulla,11,3,2,94,3,TRUE,TRUE,Well,Three phase,2,1995,11854968
Trincomalee,Uppuveli,15,6,5,168,1,TRUE,TRUE,Pipe-borne,Single phase,3,1995,22312308
Matale,Matale Central,2,2,1,53,1,TRUE,TRUE,Well,Three phase,1,1985,2964149
Mannar,Mannar Central,16,5,4,187,2,TRUE,FALSE,Pipe-borne,Single phase,1,2018,17620445
Kegalle,Kegalle Central,2,2,1,35,0,TRUE,TRUE,Well,Single phase,1,1986,3879856
Anuradhapura,New Town,2,1,1,59,0,TRUE,FALSE,Well,Three phase,1,2000,2693328
Trincomalee,Uppuveli,11,6,5,95,1,TRUE,FALSE,Both,Single phase,1,1990,10839749
Ratnapura,Kuruwita,6,2,1,64,1,TRUE,FALSE,Pipe-borne,Three phase,2,2013,6862640
Jaffna,Chunnakam,16,6,5,177,2,TRUE,TRUE,Well,Three phase,3,2019,37016904
Hambantota,Hambantota Town,8,2,1,115,1,TRUE,FALSE,Well,Single phase,2,1998,10662271
Mannar,Mannar Central,5,4,3,35,2,TRUE,FALSE,Both,Single phase,1,2013,4334372
Ratnapura,Ratnapura Town,4,3,2,63,2,FALSE,FALSE,Both,Three phase,2,1998,4919473
Trincomalee,Nilaveli,2,1,1,35,1,FALSE,TRUE,Well,Single phase,1,2007,3909475
Jaffna,Jaffna Town,7,3,2,77,1,TRUE,FALSE,Both,Single phase,1,1992,10412690
Kalutara,Panadura,2,3,2,35,2,TRUE,FALSE,Pipe-borne,Three phase,1,2018,3740232
Kalutara,Panadura,7,2,1,35,1,FALSE,TRUE,Well,Single phase,2,2006,10166840
Vavuniya,Vavuniya Central,14,5,5,114,2,TRUE,TRUE,Well,Single phase,2,2002,12535936
Badulla,Badulla Town,9,4,3,111,0,TRUE,FALSE,Both,Single phase,1,2004,7555571
Polonnaruwa,Polonnaruwa Central,5,1,1,35,1,FALSE,FALSE,Pipe-borne,Three phase,1,1997,4702379
Mullaitivu,Mullaitivu Central,20,4,3,119,1,TRUE,TRUE,Well,Single phase,1,1990,14315850
Mullaitivu,Mullaitivu Central,6,1,1,35,0,FALSE,TRUE,Well,Single phase,1,2025,4337915
Kandy,Katugastota,3,2,2,42,1,FALSE,TRUE,Pipe-borne,Three phase,2,2012,7392920
Nuwara Eliya,Nuwara Eliya Central,20,5,5,248,3,FALSE,TRUE,Well,Three phase,2,2013,61057943
Anuradhapura,Nuwaragam Palatha,12,4,4,94,0,FALSE,FALSE,Well,Three phase,1,2010,9207885
Monaragala,Monaragala Central,16,5,5,109,1,TRUE,TRUE,Well,Three phase,1,2018,13231163
Matara,Matara Town,2,1,1,43,2,FALSE,FALSE,Pipe-borne,Single phase,2,2025,5471194
Trincomalee,Uppuveli,8,2,1,80,0,TRUE,FALSE,Well,Three phase,2,1992,8185274
Ampara,Ampara Central,15,5,4,131,2,FALSE,FALSE,Pipe-borne,Single phase,1,2020,11870854
Kilinochchi,Kilinochchi Central,19,5,4,191,1,TRUE,FALSE,Well,Three phase,1,2018,14918971
Ratnapura,Kuruwita,11,3,3,97,1,FALSE,FALSE,Pipe-borne,Three phase,2,2021,16115886
Kilinochchi,Kilinochchi Central,12,4,3,104,1,FALSE,FALSE,Well,Three phase,1,2019,10065411
Trincomalee,China Bay,2,1,1,42,3,TRUE,FALSE,Well,Three phase,1,2021,4982200
Kurunegala,Pannala,41,5,5,250,1,TRUE,TRUE,Well,Three phase,2,1988,53418701
Vavuniya,Vavuniya Central,5,1,1,58,2,TRUE,TRUE,Pipe-borne,Single phase,1,2000,6136618
Galle,Karapitiya,6,1,1,54,1,TRUE,TRUE,Well,Single phase,2,1992,9860598
Puttalam,Puttalam Central,19,4,3,208,3,TRUE,FALSE,Well,Three phase,2,1985,20709218
Mannar,Mannar Central,15,5,4,189,2,TRUE,FALSE,Well,Single phase,3,2022,20907777
Mullaitivu,Mullaitivu Central,7,2,1,73,1,FALSE,FALSE,Both,Single phase,1,1998,6790100
Kilinochchi,Kilinochchi Central,23,7,5,166,1,FALSE,FALSE,Both,Single phase,2,1993,16511208
Puttalam,Puttalam Central,25,7,5,186,3,TRUE,FALSE,Well,Single phase,1,1986,17555628
Anuradhapura,Nuwaragam Palatha,20,5,4,158,2,TRUE,TRUE,Pipe-borne,Three phase,2,1995,19244046
Jaffna,Jaffna Town,22,5,5,250,1,TRUE,TRUE,Both,Single phase,3,1997,37619821
Batticaloa,Eravur,15,7,5,160,1,FALSE,FALSE,Pipe-borne,Single phase,1,2023,20774852
Gampaha,Ragama,21,6,5,250,1,TRUE,TRUE,Pipe-borne,Three phase,2,2002,48403704
Ratnapura,Kuruwita,10,3,2,90,1,TRUE,FALSE,Well,Three phase,2,2014,10546310
Polonnaruwa,Polonnaruwa Central,6,2,2,60,1,FALSE,TRUE,Pipe-borne,Three phase,2,1986,6366010
Anuradhapura,Madawachchiya,3,2,2,35,0,FALSE,FALSE,Both,Single phase,1,2003,2734864
Vavuniya,Vavuniya Central,12,5,4,145,0,TRUE,FALSE,Both,Single phase,2,2000,12513157
Kandy,Tennekumbura,6,4,4,54,2,TRUE,TRUE,Well,Single phase,2,2011,11562538
Kandy,Kandy City,12,5,4,166,0,FALSE,TRUE,Pipe-borne,Single phase,1,2009,28127659
Kandy,Tennekumbura,6,2,2,69,0,FALSE,TRUE,Both,Three phase,1,2002,10198000
Hambantota,Ambalantota,7,4,3,41,0,TRUE,TRUE,Pipe-borne,Single phase,1,1997,7399678
Monaragala,Monaragala Central,11,4,3,109,1,TRUE,TRUE,Both,Single phase,1,2023,10378545
Ampara,Ampara Central,76,5,4,250,2,FALSE,TRUE,Well,Three phase,3,2005,52436209
Galle,Galle Fort,5,5,4,35,2,FALSE,FALSE,Both,Single phase,1,2020,6999176
Puttalam,Puttalam Central,2,2,1,35,0,TRUE,FALSE,Both,Single phase,1,2011,3618024
Kegalle,Kegalle Central,6,4,3,68,1,TRUE,FALSE,Both,Three phase,2,1995,7228372
Matara,Weligama,10,2,2,93,2,TRUE,TRUE,Both,Three phase,1,2009,16328420
Gampaha,Ragama,2,1,1,35,3,FALSE,FALSE,Well,Single phase,1,2006,6066149
Kalutara,Panadura,18,6,5,194,1,FALSE,FALSE,Both,Three phase,2,1985,26437375
Jaffna,Jaffna Town,8,2,2,114,0,FALSE,FALSE,Both,Three phase,1,2020,11350588
Puttalam,Puttalam Central,6,2,1,55,2,FALSE,FALSE,Well,Three phase,1,2023,5846817
Polonnaruwa,Polonnaruwa Central,12,4,4,145,0,FALSE,FALSE,Pipe-borne,Three phase,1,2011,11490506
Kilinochchi,Kilinochchi Central,5,3,3,40,0,FALSE,FALSE,Both,Three phase,2,2021,3544058
Kurunegala,Pannala,21,7,5,250,1,TRUE,FALSE,Pipe-borne,Three phase,3,2013,32622954
Mullaitivu,Mullaitivu Central,8,4,3,58,1,TRUE,TRUE,Well,Three phase,1,2019,6656352
Kandy,Kandy City,13,6,5,106,1,FALSE,FALSE,Both,Single phase,2,2002,19935433
Trincomalee,China Bay,9,3,2,103,2,FALSE,FALSE,Well,Three phase,1,2023,9334563
Ampara,Ampara Central,3,2,1,49,0,TRUE,FALSE,Pipe-borne,Single phase,1,1999,3297634
Anuradhapura,Nuwaragam Palatha,29,6,5,250,2,FALSE,TRUE,Pipe-borne,Single phase,2,2002,29087961
Matale,Matale Central,11,3,2,138,0,FALSE,FALSE,Pipe-borne,Three phase,1,2015,14125461
Puttalam,Puttalam Central,15,6,5,216,2,TRUE,FALSE,Well,Three phase,2,2024,26012170
Hambantota,Tangalle,33,6,5,250,1,FALSE,FALSE,Both,Three phase,3,1988,29703922
Ratnapura,Kuruwita,17,5,4,199,1,FALSE,TRUE,Pipe-borne,Single phase,3,2019,29702295
Gampaha,Kadawatha,5,3,2,35,0,TRUE,TRUE,Well,Single phase,1,2012,8733552
Mullaitivu,Mullaitivu Central,5,2,1,47,2,TRUE,TRUE,Pipe-borne,Three phase,1,2003,5652154
Kalutara,Beruwala,9,3,2,68,1,TRUE,FALSE,Pipe-borne,Single phase,2,2002,13342136
Jaffna,Kokuvil,2,3,3,41,0,TRUE,TRUE,Both,Single phase,2,2016,3768056
Kurunegala,Melsiripura,15,5,5,123,1,TRUE,FALSE,Pipe-borne,Three phase,1,1989,15540364
Vavuniya,Vavuniya Central,5,1,1,64,1,TRUE,TRUE,Pipe-borne,Single phase,2,1987,6273465
Ampara,Ampara Central,12,5,5,86,0,FALSE,FALSE,Both,Single phase,2,2025,13287472
Kilinochchi,Kilinochchi Central,7,5,5,127,1,TRUE,TRUE,Well,Three phase,2,2000,8434949
Polonnaruwa,Polonnaruwa Central,10,3,3,96,2,FALSE,TRUE,Both,Single phase,2,2002,9940990
Trincomalee,Uppuveli,11,5,5,131,2,FALSE,TRUE,Pipe-borne,Three phase,1,2006,13879958
Mullaitivu,Mullaitivu Central,14,6,5,98,1,TRUE,TRUE,Pipe-borne,Single phase,2,2016,10564063
Batticaloa,Kallady,6,3,2,57,0,FALSE,FALSE,Both,Three phase,2,2004,6928197
Kilinochchi,Kilinochchi Central,26,5,5,250,3,FALSE,TRUE,Pipe-borne,Single phase,2,1997,28665415
Ampara,Ampara Central,2,2,1,49,2,FALSE,FALSE,Both,Single phase,1,2005,3352525
Kalutara,Wadduwa,9,2,2,78,1,FALSE,FALSE,Pipe-borne,Three phase,1,2010,8563890
Ampara,Ampara Central,4,3,2,35,1,TRUE,TRUE,Both,Single phase,2,2018,5623743
Gampaha,Kadawatha,13,5,4,208,1,TRUE,TRUE,Well,Three phase,2,2023,37996925
Kandy,Katugastota,7,1,1,57,0,FALSE,FALSE,Both,Three phase,1,2003,11873329
Jaffna,Jaffna Town,8,2,1,94,1,FALSE,TRUE,Pipe-borne,Single phase,2,2001,12231476
Puttalam,Puttalam Central,5,3,3,52,0,FALSE,TRUE,Pipe-borne,Single phase,2,2004,5902032
Kegalle,Kegalle Central,2,1,1,35,0,TRUE,FALSE,Pipe-borne,Three phase,2,2017,3608033
Anuradhapura,Nuwaragam Palatha,8,1,1,83,1,FALSE,FALSE,Both,Three phase,1,2001,7454316
Galle,Hikkaduwa,13,6,5,152,2,FALSE,TRUE,Well,Single phase,1,2008,24468651
Puttalam,Puttalam Central,16,7,5,204,3,TRUE,FALSE,Pipe-borne,Single phase,2,2025,28350955
Colombo,Borella,20,5,5,151,2,FALSE,TRUE,Well,Single phase,2,2011,55586894
Kandy,Tennekumbura,20,6,5,160,1,TRUE,FALSE,Both,Single phase,1,2004,31870930
Jaffna,Chunnakam,15,5,4,187,3,TRUE,TRUE,Pipe-borne,Three phase,2,2006,26291411
Ampara,Ampara Central,15,5,5,126,1,FALSE,FALSE,Pipe-borne,Three phase,1,1999,13713777
